name,id,popularity,image,embded
Mereba,294lNTPZfdqyzt8qnxmFiL,61,https://images.genius.com/e2ca3fe77c65059322789765fc565e5d.1000x1000x1.jpg,https://open.spotify.com/embed/artist/294lNTPZfdqyzt8qnxmFiL?utm_source=generator&theme=0
Laura Stevenson,1lVadNivMiSkc2N6irhWdg,39,https://images.genius.com/1ecb4c4f5c21a8b74d09861b7389c7c9.1000x1000x1.jpg,https://open.spotify.com/embed/artist/1lVadNivMiSkc2N6irhWdg?utm_source=generator&theme=0
Mitski,2uYWxilOVlUdk4oV9DvwqK,80,https://images.genius.com/a2c069f036ef67e4fbcf8e87a0c6b0ac.522x522x1.png,https://open.spotify.com/embed/artist/2uYWxilOVlUdk4oV9DvwqK?utm_source=generator&theme=0
Miya Folick,1jFVu6Z7wmwywivOeBTSIV,46,https://images.genius.com/d793de48d1a65a18553da2b6c32b22ac.435x435x1.jpg,https://open.spotify.com/embed/artist/1jFVu6Z7wmwywivOeBTSIV?utm_source=generator&theme=0
Ashley Kutcher,1Zi1c8sWZTy5rDiN3lAuEj,58,https://images.genius.com/dfba24af239d79b7dca7252e4c5fac03.833x833x1.jpg,https://open.spotify.com/embed/artist/1Zi1c8sWZTy5rDiN3lAuEj?utm_source=generator&theme=0
Jack River,4xrDCETyApzUQ6xzcc6QtS,47,https://images.genius.com/60d08e975d12374f570d182e3521038f.497x497x1.jpg,https://open.spotify.com/embed/artist/4xrDCETyApzUQ6xzcc6QtS?utm_source=generator&theme=0
BENEE,0Cp8WN4V8Tu4QJQwCN5Md4,69,https://images.genius.com/681fe97d66ab6514a24d3e9e492874ce.1000x1000x1.png,https://open.spotify.com/embed/artist/0Cp8WN4V8Tu4QJQwCN5Md4?utm_source=generator&theme=0
Alex the Astronaut,42NjRVKqEGe2DkGvlUd5qM,36,https://images.genius.com/9e95cecd34cd864c65189a46626916ba.579x579x1.png,https://open.spotify.com/embed/artist/42NjRVKqEGe2DkGvlUd5qM?utm_source=generator&theme=0
Dora Jar,4V30Q8ACPdJCcAmAYibfrH,46,https://images.genius.com/847e470c77680d6c539f16f7657e14e4.1000x1000x1.jpg,https://open.spotify.com/embed/artist/4V30Q8ACPdJCcAmAYibfrH?utm_source=generator&theme=0
chloe moriondo,3P4vW5tzQvmuoNaFQqzy9q,62,https://images.genius.com/2f986debe4d17f4ee6be82679de88e0b.900x900x1.jpg,https://open.spotify.com/embed/artist/3P4vW5tzQvmuoNaFQqzy9q?utm_source=generator&theme=0
Vera Blue,5ujrA1eZLDHR7yQ6FZa2qA,56,https://images.genius.com/0f2f9acea0efcf236fb92fce0ca60445.1000x1000x1.jpg,https://open.spotify.com/embed/artist/5ujrA1eZLDHR7yQ6FZa2qA?utm_source=generator&theme=0
Okay Kaya,7d64ZVOXg02y73HB5UMqkb,54,https://images.genius.com/322d8c93b53f23a6dcdcb29138a8d1e7.1000x1000x1.jpg,https://open.spotify.com/embed/artist/7d64ZVOXg02y73HB5UMqkb?utm_source=generator&theme=0
